"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","score_source","actual_winner_team","home_team_canonical","away_team_canonical","home_team_fifa","away_team_fifa","result","match_id","is_home"
2008-08-20,"Saudi Arabia","Paraguay",1,1,"Friendly","Nyon","Switzerland",TRUE,"martj42",NA,"Saudi Arabia","Paraguay","KSA","PAR",0.5,"Saudi Arabia_Paraguay_2008-08-20",FALSE
2008-08-20,"Scotland","Northern Ireland",0,0,"Friendly","Glasgow","Scotland",FALSE,"martj42",NA,"Scotland","Ireland, Northern",NA,"NIR",0.5,"Scotland_Ireland, Northern_2008-08-20",TRUE
2008-08-20,"Slovakia","Greece",0,2,"Friendly","Bratislava","Slovakia",FALSE,"martj42",NA,"Slovakia","Greece","SVK","GRE",0,"Slovakia_Greece_2008-08-20",TRUE
2008-08-20,"Slovenia","Croatia",2,3,"Friendly","Maribor","Slovenia",FALSE,"martj42",NA,"Slovenia","Croatia","SVN","CRO",0,"Slovenia_Croatia_2008-08-20",TRUE
2008-08-20,"Sudan","Egypt",4,0,"Friendly","Omdurman","Sudan",FALSE,"martj42",NA,"Sudan","Egypt","SUD","EGY",1,"Sudan_Egypt_2008-08-20",TRUE
2008-08-20,"Sweden","France",2,3,"Friendly","Gothenburg","Sweden",FALSE,"martj42",NA,"Sweden","France","SWE","FRA",0,"Sweden_France_2008-08-20",TRUE
2008-08-20,"Switzerland","Cyprus",4,1,"Friendly","Geneva","Switzerland",FALSE,"martj42",NA,"Switzerland","Cyprus","SUI","CYP",1,"Switzerland_Cyprus_2008-08-20",TRUE
2008-08-20,"Tanzania","Ghana",1,1,"Friendly","Arusha","Tanzania",FALSE,"martj42",NA,"Tanzania","Ghana","TAN","GHA",0.5,"Tanzania_Ghana_2008-08-20",TRUE
2008-08-20,"Tunisia","Angola",1,1,"Friendly","Monastir","Tunisia",FALSE,"martj42",NA,"Tunisia","Angola","TUN","ANG",0.5,"Tunisia_Angola_2008-08-20",TRUE
2008-08-20,"Turkey","Chile",1,0,"Friendly","İzmit","Turkey",FALSE,"martj42",NA,"Turkey","Chile","TUR","CHI",1,"Turkey_Chile_2008-08-20",TRUE
2008-08-20,"Ukraine","Poland",1,0,"Friendly","Lviv","Ukraine",FALSE,"martj42",NA,"Ukraine","Poland","UKR","POL",1,"Ukraine_Poland_2008-08-20",TRUE
2008-08-20,"Venezuela","Syria",4,1,"Friendly","Puerto la Cruz","Venezuela",FALSE,"martj42",NA,"Venezuela","Syria","VEN","SYR",1,"Venezuela_Syria_2008-08-20",TRUE
2008-08-20,"Wales","Georgia",1,2,"Friendly","Swansea","Wales",FALSE,"martj42",NA,"Wales","Georgia","WAL","GEO",0,"Wales_Georgia_2008-08-20",TRUE
2008-08-20,"Zimbabwe","Botswana",1,0,"Friendly","Harare","Zimbabwe",FALSE,"martj42",NA,"Zimbabwe","Botswana","ZIM","BOT",1,"Zimbabwe_Botswana_2008-08-20",TRUE
2008-08-21,"Indonesia","Cambodia",7,0,"Friendly","Jakarta","Indonesia",FALSE,"martj42",NA,"Indonesia","Cambodia","IDN","CAM",1,"Indonesia_Cambodia_2008-08-21",TRUE
2008-08-22,"Cambodia","Myanmar",1,7,"Friendly","Jakarta","Indonesia",TRUE,"martj42",NA,"Cambodia","Myanmar","CAM","MYA",0,"Cambodia_Myanmar_2008-08-22",FALSE
2008-08-24,"Libya","Chad",3,0,"Friendly","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Chad","LBY","CHA",1,"Libya_Chad_2008-08-24",TRUE
2008-08-24,"Qatar","North Korea",2,1,"Friendly","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Korea DPR","QAT","PRK",1,"Qatar_Korea DPR_2008-08-24",TRUE
2008-08-25,"Indonesia","Myanmar",4,0,"Friendly","Jakarta","Indonesia",FALSE,"martj42",NA,"Indonesia","Myanmar","IDN","MYA",1,"Indonesia_Myanmar_2008-08-25",TRUE
2008-08-27,"Bermuda","Antigua and Barbuda",0,4,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"martj42",NA,"Bermuda","Antigua and Barbuda",NA,"ATG",0,"Bermuda_Antigua and Barbuda_2008-08-27",FALSE
2008-08-27,"Cayman Islands","Saint Martin",3,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",FALSE,"martj42",NA,"Cayman Islands","Saint Martin",NA,NA,1,"Cayman Islands_Saint Martin_2008-08-27",TRUE
2008-08-27,"Iran","Azerbaijan",1,0,"Friendly","Tehran","Iran",FALSE,"martj42",NA,"Iran","Azerbaijan","IRN","AZE",1,"Iran_Azerbaijan_2008-08-27",TRUE
2008-08-28,"Libya","Niger",6,2,"Friendly","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Niger","LBY","NIG",1,"Libya_Niger_2008-08-28",TRUE
2008-08-29,"United Arab Emirates","Bahrain",2,3,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"martj42",NA,"United Arab Emirates","Bahrain","UAE","BHR",0,"United Arab Emirates_Bahrain_2008-08-29",TRUE
2008-08-29,"Uzbekistan","North Korea",0,0,"Friendly","Tashkent","Uzbekistan",FALSE,"martj42",NA,"Uzbekistan","Korea DPR","UZB","PRK",0.5,"Uzbekistan_Korea DPR_2008-08-29",TRUE
2008-08-30,"Cayman Islands","Antigua and Barbuda",1,1,"CFU Caribbean Cup qualification","George Town","Cayman Islands",FALSE,"martj42",NA,"Cayman Islands","Antigua and Barbuda",NA,"ATG",0.5,"Cayman Islands_Antigua and Barbuda_2008-08-30",TRUE
2008-08-30,"Saudi Arabia","Qatar",2,1,"Friendly","Dammam","Saudi Arabia",FALSE,"martj42",NA,"Saudi Arabia","Qatar","KSA","QAT",1,"Saudi Arabia_Qatar_2008-08-30",TRUE
2008-08-30,"Saint Martin","Bermuda",0,7,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"martj42",NA,"Saint Martin","Bermuda",NA,NA,0,"Saint Martin_Bermuda_2008-08-30",FALSE
2008-08-30,"Suriname","French Guiana",2,1,"Friendly","Paramaribo","Suriname",FALSE,"martj42",NA,"Suriname","French Guiana","SUR",NA,1,"Suriname_French Guiana_2008-08-30",TRUE
2008-08-31,"Antigua and Barbuda","Saint Martin",3,2,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"martj42",NA,"Antigua and Barbuda","Saint Martin","ATG",NA,1,"Antigua and Barbuda_Saint Martin_2008-08-31",FALSE
2008-08-31,"Cayman Islands","Bermuda",0,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",FALSE,"martj42",NA,"Cayman Islands","Bermuda",NA,NA,0.5,"Cayman Islands_Bermuda_2008-08-31",TRUE
2008-09-03,"Trinidad and Tobago","Guyana",3,0,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"martj42",NA,"Trinidad and Tobago","Guyana","TRI","GUY",1,"Trinidad and Tobago_Guyana_2008-09-03",TRUE
2008-09-05,"Algeria","Senegal",3,2,"FIFA World Cup qualification","Blida","Algeria",FALSE,"martj42",NA,"Algeria","Senegal","ALG","SEN",1,"Algeria_Senegal_2008-09-05",TRUE
2008-09-05,"Djibouti","Malawi",0,3,"FIFA World Cup qualification","Djibouti","Djibouti",FALSE,"martj42",NA,"Djibouti","Malawi","DJI","MWI",0,"Djibouti_Malawi_2008-09-05",TRUE
2008-09-05,"South Korea","Jordan",1,0,"Friendly","Seoul","South Korea",FALSE,"martj42",NA,"Korea Republic","Jordan","KOR","JOR",1,"Korea Republic_Jordan_2008-09-05",TRUE
2008-09-05,"Libya","Ghana",1,0,"FIFA World Cup qualification","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Ghana","LBY","GHA",1,"Libya_Ghana_2008-09-05",TRUE
2008-09-06,"Albania","Sweden",0,0,"FIFA World Cup qualification","Tirana","Albania",FALSE,"martj42",NA,"Albania","Sweden","ALB","SWE",0.5,"Albania_Sweden_2008-09-06",TRUE
2008-09-06,"Andorra","England",0,2,"FIFA World Cup qualification","Barcelona","Spain",TRUE,"martj42",NA,"Andorra","England","AND","ENG",0,"Andorra_England_2008-09-06",FALSE
2008-09-06,"Argentina","Paraguay",1,1,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE,"martj42",NA,"Argentina","Paraguay","ARG","PAR",0.5,"Argentina_Paraguay_2008-09-06",TRUE
2008-09-06,"Armenia","Turkey",0,2,"FIFA World Cup qualification","Yerevan","Armenia",FALSE,"martj42",NA,"Armenia","Turkey","ARM","TUR",0,"Armenia_Turkey_2008-09-06",TRUE
2008-09-06,"Austria","France",3,1,"FIFA World Cup qualification","Vienna","Austria",FALSE,"martj42",NA,"Austria","France","AUT","FRA",1,"Austria_France_2008-09-06",TRUE
2008-09-06,"Bahrain","Japan",2,3,"FIFA World Cup qualification","Riffa","Bahrain",FALSE,"martj42",NA,"Bahrain","Japan","BHR","JPN",0,"Bahrain_Japan_2008-09-06",TRUE
2008-09-06,"Belgium","Estonia",3,2,"FIFA World Cup qualification","Liège","Belgium",FALSE,"martj42",NA,"Belgium","Estonia","BEL","EST",1,"Belgium_Estonia_2008-09-06",TRUE
2008-09-06,"Burkina Faso","Tunisia",0,0,"FIFA World Cup qualification","Ouagadougou","Burkina Faso",FALSE,"martj42",NA,"Burkina Faso","Tunisia","BFA","TUN",0.5,"Burkina Faso_Tunisia_2008-09-06",TRUE
2008-09-06,"Cape Verde","Cameroon",1,2,"FIFA World Cup qualification","Praia","Cape Verde",FALSE,"martj42",NA,"Cape Verde","Cameroon","CPV","CMR",0,"Cape Verde_Cameroon_2008-09-06",TRUE
2008-09-06,"Colombia","Uruguay",0,1,"FIFA World Cup qualification","Bogotá","Colombia",FALSE,"martj42",NA,"Colombia","Uruguay","COL","URU",0,"Colombia_Uruguay_2008-09-06",TRUE
2008-09-06,"Croatia","Kazakhstan",3,0,"FIFA World Cup qualification","Zagreb","Croatia",FALSE,"martj42",NA,"Croatia","Kazakhstan","CRO","KAZ",1,"Croatia_Kazakhstan_2008-09-06",TRUE
2008-09-06,"Cuba","United States",0,1,"FIFA World Cup qualification","Havana","Cuba",FALSE,"martj42",NA,"Cuba","United States","CUB","USA",0,"Cuba_United States_2008-09-06",TRUE
2008-09-06,"Cyprus","Italy",1,2,"FIFA World Cup qualification","Larnaca","Cyprus",FALSE,"martj42",NA,"Cyprus","Italy","CYP","ITA",0,"Cyprus_Italy_2008-09-06",TRUE
2008-09-06,"Ecuador","Bolivia",3,1,"FIFA World Cup qualification","Quito","Ecuador",FALSE,"martj42",NA,"Ecuador","Bolivia","ECU","BOL",1,"Ecuador_Bolivia_2008-09-06",TRUE
2008-09-06,"Fiji","Vanuatu",2,0,"Oceania Nations Cup","Ba","Fiji",FALSE,"martj42",NA,"Fiji","Vanuatu","FIJ","VAN",1,"Fiji_Vanuatu_2008-09-06",TRUE
2008-09-06,"Gambia","Liberia",3,0,"FIFA World Cup qualification","Bakau","Gambia",FALSE,"martj42",NA,"Gambia","Liberia","GAM","LBR",1,"Gambia_Liberia_2008-09-06",TRUE
2008-09-06,"Georgia","Republic of Ireland",1,2,"FIFA World Cup qualification","Mainz","Germany",TRUE,"martj42",NA,"Georgia","Republic of Ireland","GEO",NA,0,"Georgia_Republic of Ireland_2008-09-06",FALSE
2008-09-06,"Hungary","Denmark",0,0,"FIFA World Cup qualification","Budapest","Hungary",FALSE,"martj42",NA,"Hungary","Denmark","HUN","DEN",0.5,"Hungary_Denmark_2008-09-06",TRUE
2008-09-06,"Israel","Switzerland",2,2,"FIFA World Cup qualification","Ramat Gan","Israel",FALSE,"martj42",NA,"Israel","Switzerland","ISR","SUI",0.5,"Israel_Switzerland_2008-09-06",TRUE
2008-09-06,"Kenya","Namibia",1,0,"FIFA World Cup qualification","Nairobi","Kenya",FALSE,"martj42",NA,"Kenya","Namibia","KEN","NAM",1,"Kenya_Namibia_2008-09-06",TRUE
2008-09-06,"Liechtenstein","Germany",0,6,"FIFA World Cup qualification","Vaduz","Liechtenstein",FALSE,"martj42",NA,"Liechtenstein","Germany","LIE","GER",0,"Liechtenstein_Germany_2008-09-06",TRUE
2008-09-06,"Luxembourg","Greece",0,3,"FIFA World Cup qualification","Luxembourg","Luxembourg",FALSE,"martj42",NA,"Luxembourg","Greece","LUX","GRE",0,"Luxembourg_Greece_2008-09-06",TRUE
2008-09-06,"North Macedonia","Scotland",1,0,"FIFA World Cup qualification","Skopje","North Macedonia",FALSE,"martj42",NA,"Macedonia","Scotland","MKD",NA,1,"Macedonia_Scotland_2008-09-06",TRUE
2008-09-06,"Malta","Portugal",0,4,"FIFA World Cup qualification","Attard","Malta",FALSE,"martj42",NA,"Malta","Portugal","MLT","POR",0,"Malta_Portugal_2008-09-06",TRUE
2008-09-06,"Martinique","French Guiana",2,1,"Friendly","Fort-de-France","Martinique",FALSE,"martj42",NA,"Martinique","French Guiana",NA,NA,1,"Martinique_French Guiana_2008-09-06",TRUE
2008-09-06,"Mauritania","Rwanda",0,1,"FIFA World Cup qualification","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Rwanda","MTN","RWA",0,"Mauritania_Rwanda_2008-09-06",TRUE
2008-09-06,"Mauritius","Tanzania",1,4,"FIFA World Cup qualification","Curepipe","Mauritius",FALSE,"martj42",NA,"Mauritius","Tanzania","MUR","TAN",0,"Mauritius_Tanzania_2008-09-06",TRUE
2008-09-06,"Moldova","Latvia",1,2,"FIFA World Cup qualification","Tiraspol","Moldova",FALSE,"martj42",NA,"Moldova","Latvia","MDA","LVA",0,"Moldova_Latvia_2008-09-06",TRUE
2008-09-06,"Montenegro","Bulgaria",2,2,"FIFA World Cup qualification","Podgorica","Montenegro",FALSE,"martj42",NA,"Montenegro","Bulgaria","MNE","BUL",0.5,"Montenegro_Bulgaria_2008-09-06",TRUE
2008-09-06,"Netherlands","Australia",1,2,"Friendly","Eindhoven","Netherlands",FALSE,"martj42",NA,"Netherlands","Australia","NED","AUS",0,"Netherlands_Australia_2008-09-06",TRUE
2008-09-06,"New Caledonia","New Zealand",1,3,"Oceania Nations Cup","Nouméa","New Caledonia",FALSE,"martj42",NA,"New Caledonia","New Zealand","NCL","NZL",0,"New Caledonia_New Zealand_2008-09-06",TRUE
2008-09-06,"Norway","Iceland",2,2,"FIFA World Cup qualification","Oslo","Norway",FALSE,"martj42",NA,"Norway","Iceland","NOR","ISL",0.5,"Norway_Iceland_2008-09-06",TRUE
2008-09-06,"Oman","Morocco",0,0,"Friendly","Muscat","Oman",FALSE,"martj42",NA,"Oman","Morocco","OMA","MAR",0.5,"Oman_Morocco_2008-09-06",TRUE
2008-09-06,"Peru","Venezuela",1,0,"FIFA World Cup qualification","Lima","Peru",FALSE,"martj42",NA,"Peru","Venezuela","PER","VEN",1,"Peru_Venezuela_2008-09-06",TRUE
2008-09-06,"Poland","Slovenia",1,1,"FIFA World Cup qualification","Wrocław","Poland",FALSE,"martj42",NA,"Poland","Slovenia","POL","SVN",0.5,"Poland_Slovenia_2008-09-06",TRUE
2008-09-06,"Qatar","Uzbekistan",3,0,"FIFA World Cup qualification","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Uzbekistan","QAT","UZB",1,"Qatar_Uzbekistan_2008-09-06",TRUE
2008-09-06,"Romania","Lithuania",0,3,"FIFA World Cup qualification","Cluj","Romania",FALSE,"martj42",NA,"Romania","Lithuania","ROU","LTU",0,"Romania_Lithuania_2008-09-06",TRUE
2008-09-06,"Saudi Arabia","Iran",1,1,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE,"martj42",NA,"Saudi Arabia","Iran","KSA","IRN",0.5,"Saudi Arabia_Iran_2008-09-06",TRUE
2008-09-06,"Serbia","Faroe Islands",2,0,"FIFA World Cup qualification","Belgrade","Serbia",FALSE,"martj42",NA,"Serbia","Faroe Islands","SRB","FRO",1,"Serbia_Faroe Islands_2008-09-06",TRUE
2008-09-06,"Seychelles","Burundi",1,2,"FIFA World Cup qualification","Victoria","Seychelles",FALSE,"martj42",NA,"Seychelles","Burundi","SEY","BDI",0,"Seychelles_Burundi_2008-09-06",TRUE
2008-09-06,"Sierra Leone","Equatorial Guinea",2,1,"FIFA World Cup qualification","Freetown","Sierra Leone",FALSE,"martj42",NA,"Sierra Leone","Equatorial Guinea","SLE","EQG",1,"Sierra Leone_Equatorial Guinea_2008-09-06",TRUE
2008-09-06,"Slovakia","Northern Ireland",2,1,"FIFA World Cup qualification","Bratislava","Slovakia",FALSE,"martj42",NA,"Slovakia","Ireland, Northern","SVK","NIR",1,"Slovakia_Ireland, Northern_2008-09-06",TRUE
2008-09-06,"South Africa","Nigeria",0,1,"FIFA World Cup qualification","Port Elizabeth","South Africa",FALSE,"martj42",NA,"South Africa","Nigeria","RSA","NGA",0,"South Africa_Nigeria_2008-09-06",TRUE
2008-09-06,"Spain","Bosnia and Herzegovina",1,0,"FIFA World Cup qualification","Murcia","Spain",FALSE,"martj42",NA,"Spain","Bosnia and Herzegovina","ESP","BIH",1,"Spain_Bosnia and Herzegovina_2008-09-06",TRUE
2008-09-06,"Sudan","Chad",1,2,"FIFA World Cup qualification","Cairo","Egypt",TRUE,"martj42",NA,"Sudan","Chad","SUD","CHA",0,"Sudan_Chad_2008-09-06",FALSE
2008-09-06,"Trinidad and Tobago","Guatemala",1,1,"FIFA World Cup qualification","Port of Spain","Trinidad and Tobago",FALSE,"martj42",NA,"Trinidad and Tobago","Guatemala","TRI","GUA",0.5,"Trinidad and Tobago_Guatemala_2008-09-06",TRUE
2008-09-06,"Ukraine","Belarus",1,0,"FIFA World Cup qualification","Lviv","Ukraine",FALSE,"martj42",NA,"Ukraine","Belarus","UKR","BLR",1,"Ukraine_Belarus_2008-09-06",TRUE
2008-09-06,"United Arab Emirates","North Korea",1,2,"FIFA World Cup qualification","Abu Dhabi","United Arab Emirates",FALSE,"martj42",NA,"United Arab Emirates","Korea DPR","UAE","PRK",0,"United Arab Emirates_Korea DPR_2008-09-06",TRUE
2008-09-06,"Wales","Azerbaijan",1,0,"FIFA World Cup qualification","Cardiff","Wales",FALSE,"martj42",NA,"Wales","Azerbaijan","WAL","AZE",1,"Wales_Azerbaijan_2008-09-06",TRUE
2008-09-06,"Canada","Honduras",1,2,"FIFA World Cup qualification","Montreal","Canada",FALSE,"martj42",NA,"Canada","Honduras","CAN","HON",0,"Canada_Honduras_2008-09-06",TRUE
2008-09-06,"Costa Rica","Suriname",7,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Suriname","CRC","SUR",1,"Costa Rica_Suriname_2008-09-06",TRUE
2008-09-06,"El Salvador","Haiti",5,0,"FIFA World Cup qualification","San Salvador","El Salvador",FALSE,"martj42",NA,"El Salvador","Haiti","SLV","HAI",1,"El Salvador_Haiti_2008-09-06",TRUE
2008-09-06,"Mexico","Jamaica",3,0,"FIFA World Cup qualification","Mexico City","Mexico",FALSE,"martj42",NA,"Mexico","Jamaica","MEX","JAM",1,"Mexico_Jamaica_2008-09-06",TRUE
2008-09-07,"Benin","Angola",3,2,"FIFA World Cup qualification","Cotonou","Benin",FALSE,"martj42",NA,"Benin","Angola","BEN","ANG",1,"Benin_Angola_2008-09-07",TRUE
2008-09-07,"Chile","Brazil",0,3,"FIFA World Cup qualification","Santiago","Chile",FALSE,"martj42",NA,"Chile","Brazil","CHI","BRA",0,"Chile_Brazil_2008-09-07",TRUE
2008-09-07,"Congo","Mali",1,0,"FIFA World Cup qualification","Brazzaville","Congo",FALSE,"martj42",NA,"Congo","Mali","CGO","MLI",1,"Congo_Mali_2008-09-07",TRUE
2008-09-07,"DR Congo","Egypt",0,1,"FIFA World Cup qualification","Kinshasa","DR Congo",FALSE,"martj42",NA,"DR Congo","Egypt",NA,"EGY",0,"DR Congo_Egypt_2008-09-07",TRUE
2008-09-07,"Lesotho","Gabon",0,3,"FIFA World Cup qualification","Bloemfontein","South Africa",TRUE,"martj42",NA,"Lesotho","Gabon","LES","GAB",0,"Lesotho_Gabon_2008-09-07",FALSE
2008-09-07,"Madagascar","Botswana",1,0,"FIFA World Cup qualification","Antananarivo","Madagascar",FALSE,"martj42",NA,"Madagascar","Botswana","MAD","BOT",1,"Madagascar_Botswana_2008-09-07",TRUE
2008-09-07,"Mozambique","Ivory Coast",1,1,"FIFA World Cup qualification","Maputo","Mozambique",FALSE,"martj42",NA,"Mozambique","Ivory Coast","MOZ","CIV",0.5,"Mozambique_Ivory Coast_2008-09-07",TRUE
2008-09-07,"Niger","Uganda",3,1,"FIFA World Cup qualification","Niamey","Niger",FALSE,"martj42",NA,"Niger","Uganda","NIG","UGA",1,"Niger_Uganda_2008-09-07",TRUE
2008-09-07,"Zimbabwe","Guinea",0,0,"FIFA World Cup qualification","Harare","Zimbabwe",FALSE,"martj42",NA,"Zimbabwe","Guinea","ZIM","GUI",0.5,"Zimbabwe_Guinea_2008-09-07",TRUE
2008-09-09,"Paraguay","Venezuela",2,0,"FIFA World Cup qualification","Asunción","Paraguay",FALSE,"martj42",NA,"Paraguay","Venezuela","PAR","VEN",1,"Paraguay_Venezuela_2008-09-09",TRUE
2008-09-09,"South Africa","Guinea",0,1,"Friendly","Atteridgeville","South Africa",FALSE,"martj42",NA,"South Africa","Guinea","RSA","GUI",0,"South Africa_Guinea_2008-09-09",TRUE
2008-09-10,"Albania","Malta",3,0,"FIFA World Cup qualification","Tirana","Albania",FALSE,"martj42",NA,"Albania","Malta","ALB","MLT",1,"Albania_Malta_2008-09-10",TRUE
2008-09-10,"Andorra","Belarus",1,3,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",FALSE,"martj42",NA,"Andorra","Belarus","AND","BLR",0,"Andorra_Belarus_2008-09-10",TRUE
2008-09-10,"Azerbaijan","Liechtenstein",0,0,"FIFA World Cup qualification","Baku","Azerbaijan",FALSE,"martj42",NA,"Azerbaijan","Liechtenstein","AZE","LIE",0.5,"Azerbaijan_Liechtenstein_2008-09-10",TRUE
2008-09-10,"Bosnia and Herzegovina","Estonia",7,0,"FIFA World Cup qualification","Zenica","Bosnia and Herzegovina",FALSE,"martj42",NA,"Bosnia and Herzegovina","Estonia","BIH","EST",1,"Bosnia and Herzegovina_Estonia_2008-09-10",TRUE
2008-09-10,"Brazil","Bolivia",0,0,"FIFA World Cup qualification","Rio de Janeiro","Brazil",FALSE,"martj42",NA,"Brazil","Bolivia","BRA","BOL",0.5,"Brazil_Bolivia_2008-09-10",TRUE
2008-09-10,"Chad","Sudan",1,3,"FIFA World Cup qualification","Cairo","Egypt",TRUE,"martj42",NA,"Chad","Sudan","CHA","SUD",0,"Chad_Sudan_2008-09-10",FALSE
2008-09-10,"Chile","Colombia",4,0,"FIFA World Cup qualification","Santiago","Chile",FALSE,"martj42",NA,"Chile","Colombia","CHI","COL",1,"Chile_Colombia_2008-09-10",TRUE
2008-09-10,"Croatia","England",1,4,"FIFA World Cup qualification","Zagreb","Croatia",FALSE,"martj42",NA,"Croatia","England","CRO","ENG",0,"Croatia_England_2008-09-10",TRUE
2008-09-10,"Faroe Islands","Romania",0,1,"FIFA World Cup qualification","Tórshavn","Faroe Islands",FALSE,"martj42",NA,"Faroe Islands","Romania","FRO","ROU",0,"Faroe Islands_Romania_2008-09-10",TRUE
2008-09-10,"Finland","Germany",3,3,"FIFA World Cup qualification","Helsinki","Finland",FALSE,"martj42",NA,"Finland","Germany","FIN","GER",0.5,"Finland_Germany_2008-09-10",TRUE
2008-09-10,"France","Serbia",2,1,"FIFA World Cup qualification","Saint-Denis","France",FALSE,"martj42",NA,"France","Serbia","FRA","SRB",1,"France_Serbia_2008-09-10",TRUE
2008-09-10,"Guatemala","Cuba",4,1,"FIFA World Cup qualification","Guatemala City","Guatemala",FALSE,"martj42",NA,"Guatemala","Cuba","GUA","CUB",1,"Guatemala_Cuba_2008-09-10",TRUE
2008-09-10,"Haiti","Costa Rica",1,3,"FIFA World Cup qualification","Port-au-Prince","Haiti",FALSE,"martj42",NA,"Haiti","Costa Rica","HAI","CRC",0,"Haiti_Costa Rica_2008-09-10",TRUE
2008-09-10,"Honduras","Jamaica",2,0,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE,"martj42",NA,"Honduras","Jamaica","HON","JAM",1,"Honduras_Jamaica_2008-09-10",TRUE
2008-09-10,"Iceland","Scotland",1,2,"FIFA World Cup qualification","Reykjavík","Iceland",FALSE,"martj42",NA,"Iceland","Scotland","ISL",NA,0,"Iceland_Scotland_2008-09-10",TRUE
2008-09-10,"Italy","Georgia",2,0,"FIFA World Cup qualification","Udine","Italy",FALSE,"martj42",NA,"Italy","Georgia","ITA","GEO",1,"Italy_Georgia_2008-09-10",TRUE
2008-09-10,"Kazakhstan","Ukraine",1,3,"FIFA World Cup qualification","Almaty","Kazakhstan",FALSE,"martj42",NA,"Kazakhstan","Ukraine","KAZ","UKR",0,"Kazakhstan_Ukraine_2008-09-10",TRUE
2008-09-10,"North Korea","South Korea",1,1,"FIFA World Cup qualification","Shanghai","China",TRUE,"martj42",NA,"Korea DPR","Korea Republic","PRK","KOR",0.5,"Korea DPR_Korea Republic_2008-09-10",FALSE
2008-09-10,"Latvia","Greece",0,2,"FIFA World Cup qualification","Riga","Latvia",FALSE,"martj42",NA,"Latvia","Greece","LVA","GRE",0,"Latvia_Greece_2008-09-10",TRUE
2008-09-10,"Lithuania","Austria",2,0,"FIFA World Cup qualification","Marijampolė","Lithuania",FALSE,"martj42",NA,"Lithuania","Austria","LTU","AUT",1,"Lithuania_Austria_2008-09-10",TRUE
2008-09-10,"North Macedonia","Netherlands",1,2,"FIFA World Cup qualification","Skopje","North Macedonia",FALSE,"martj42",NA,"Macedonia","Netherlands","MKD","NED",0,"Macedonia_Netherlands_2008-09-10",TRUE
2008-09-10,"Mexico","Canada",2,1,"FIFA World Cup qualification","Tuxtla Gutiérrez","Mexico",FALSE,"martj42",NA,"Mexico","Canada","MEX","CAN",1,"Mexico_Canada_2008-09-10",TRUE
2008-09-10,"Moldova","Israel",1,2,"FIFA World Cup qualification","Chișinău","Moldova",FALSE,"martj42",NA,"Moldova","Israel","MDA","ISR",0,"Moldova_Israel_2008-09-10",TRUE
2008-09-10,"Montenegro","Republic of Ireland",0,0,"FIFA World Cup qualification","Podgorica","Montenegro",FALSE,"martj42",NA,"Montenegro","Republic of Ireland","MNE",NA,0.5,"Montenegro_Republic of Ireland_2008-09-10",TRUE
2008-09-10,"New Zealand","New Caledonia",3,0,"Oceania Nations Cup","North Shore","New Zealand",FALSE,"martj42",NA,"New Zealand","New Caledonia","NZL","NCL",1,"New Zealand_New Caledonia_2008-09-10",TRUE
